"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","HUR","TOT","PC_LF","M","2021-03",5.448732,
"ISR","HUR","TOT","PC_LF","M","2021-04",5.413303,
"ISR","HUR","TOT","PC_LF","M","2021-05",5.505499,
"SVN","HUR","TOT","PC_LF","M","2005-01",6.4,
"SVN","HUR","TOT","PC_LF","M","2005-02",6.5,
"SVN","HUR","TOT","PC_LF","M","2005-03",6.4,
"SVN","HUR","TOT","PC_LF","M","2005-04",6.1,
"SVN","HUR","TOT","PC_LF","M","2005-05",6,
"SVN","HUR","TOT","PC_LF","M","2005-06",6,
"SVN","HUR","TOT","PC_LF","M","2005-07",6.3,
"SVN","HUR","TOT","PC_LF","M","2005-08",6.5,
"SVN","HUR","TOT","PC_LF","M","2005-09",6.9,
"SVN","HUR","TOT","PC_LF","M","2005-10",7.1,
"SVN","HUR","TOT","PC_LF","M","2005-11",7.2,
"SVN","HUR","TOT","PC_LF","M","2005-12",7,
"SVN","HUR","TOT","PC_LF","M","2006-01",6.7,
"SVN","HUR","TOT","PC_LF","M","2006-02",6.5,
"SVN","HUR","TOT","PC_LF","M","2006-03",6.4,
"SVN","HUR","TOT","PC_LF","M","2006-04",6.3,
"SVN","HUR","TOT","PC_LF","M","2006-05",6.2,
"SVN","HUR","TOT","PC_LF","M","2006-06",6,
"SVN","HUR","TOT","PC_LF","M","2006-07",5.9,
"SVN","HUR","TOT","PC_LF","M","2006-08",5.7,
"SVN","HUR","TOT","PC_LF","M","2006-09",5.6,
"SVN","HUR","TOT","PC_LF","M","2006-10",5.5,
"SVN","HUR","TOT","PC_LF","M","2006-11",5.5,
"SVN","HUR","TOT","PC_LF","M","2006-12",5.4,
"SVN","HUR","TOT","PC_LF","M","2007-01",5.4,
"SVN","HUR","TOT","PC_LF","M","2007-02",5.3,
"SVN","HUR","TOT","PC_LF","M","2007-03",5.1,
"SVN","HUR","TOT","PC_LF","M","2007-04",4.9,
"SVN","HUR","TOT","PC_LF","M","2007-05",4.8,
"SVN","HUR","TOT","PC_LF","M","2007-06",4.8,
"SVN","HUR","TOT","PC_LF","M","2007-07",4.7,
"SVN","HUR","TOT","PC_LF","M","2007-08",4.6,
"SVN","HUR","TOT","PC_LF","M","2007-09",4.5,
"SVN","HUR","TOT","PC_LF","M","2007-10",4.6,
"SVN","HUR","TOT","PC_LF","M","2007-11",4.7,
"SVN","HUR","TOT","PC_LF","M","2007-12",4.7,
"SVN","HUR","TOT","PC_LF","M","2008-01",4.8,
"SVN","HUR","TOT","PC_LF","M","2008-02",4.7,
"SVN","HUR","TOT","PC_LF","M","2008-03",4.6,
"SVN","HUR","TOT","PC_LF","M","2008-04",4.4,
"SVN","HUR","TOT","PC_LF","M","2008-05",4.4,
"SVN","HUR","TOT","PC_LF","M","2008-06",4.3,
"SVN","HUR","TOT","PC_LF","M","2008-07",4.3,
"SVN","HUR","TOT","PC_LF","M","2008-08",4.3,
"SVN","HUR","TOT","PC_LF","M","2008-09",4.2,
"SVN","HUR","TOT","PC_LF","M","2008-10",4.2,
"SVN","HUR","TOT","PC_LF","M","2008-11",4.3,
"SVN","HUR","TOT","PC_LF","M","2008-12",4.3,
"SVN","HUR","TOT","PC_LF","M","2009-01",4.6,
"SVN","HUR","TOT","PC_LF","M","2009-02",4.9,
"SVN","HUR","TOT","PC_LF","M","2009-03",5.2,
"SVN","HUR","TOT","PC_LF","M","2009-04",5.5,
"SVN","HUR","TOT","PC_LF","M","2009-05",5.8,
"SVN","HUR","TOT","PC_LF","M","2009-06",6.1,
"SVN","HUR","TOT","PC_LF","M","2009-07",6.4,
"SVN","HUR","TOT","PC_LF","M","2009-08",6.5,
"SVN","HUR","TOT","PC_LF","M","2009-09",6.5,
"SVN","HUR","TOT","PC_LF","M","2009-10",6.5,
"SVN","HUR","TOT","PC_LF","M","2009-11",6.4,
"SVN","HUR","TOT","PC_LF","M","2009-12",6.4,
"SVN","HUR","TOT","PC_LF","M","2010-01",6.6,
"SVN","HUR","TOT","PC_LF","M","2010-02",6.7,
"SVN","HUR","TOT","PC_LF","M","2010-03",6.9,
"SVN","HUR","TOT","PC_LF","M","2010-04",7.2,
"SVN","HUR","TOT","PC_LF","M","2010-05",7.4,
"SVN","HUR","TOT","PC_LF","M","2010-06",7.4,
"SVN","HUR","TOT","PC_LF","M","2010-07",7.3,
"SVN","HUR","TOT","PC_LF","M","2010-08",7.4,
"SVN","HUR","TOT","PC_LF","M","2010-09",7.4,
"SVN","HUR","TOT","PC_LF","M","2010-10",7.7,
"SVN","HUR","TOT","PC_LF","M","2010-11",7.8,
"SVN","HUR","TOT","PC_LF","M","2010-12",7.9,
"SVN","HUR","TOT","PC_LF","M","2011-01",8,
"SVN","HUR","TOT","PC_LF","M","2011-02",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-03",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-04",8,
"SVN","HUR","TOT","PC_LF","M","2011-05",8,
"SVN","HUR","TOT","PC_LF","M","2011-06",8,
"SVN","HUR","TOT","PC_LF","M","2011-07",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-08",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-09",8.4,
"SVN","HUR","TOT","PC_LF","M","2011-10",8.7,
"SVN","HUR","TOT","PC_LF","M","2011-11",8.9,
"SVN","HUR","TOT","PC_LF","M","2011-12",8.6,
"SVN","HUR","TOT","PC_LF","M","2012-01",8.2,
"SVN","HUR","TOT","PC_LF","M","2012-02",8.1,
"SVN","HUR","TOT","PC_LF","M","2012-03",8,
"SVN","HUR","TOT","PC_LF","M","2012-04",8.2,
"SVN","HUR","TOT","PC_LF","M","2012-05",8.5,
"SVN","HUR","TOT","PC_LF","M","2012-06",8.8,
"SVN","HUR","TOT","PC_LF","M","2012-07",9.4,
"SVN","HUR","TOT","PC_LF","M","2012-08",9.6,
"SVN","HUR","TOT","PC_LF","M","2012-09",9.6,
"SVN","HUR","TOT","PC_LF","M","2012-10",9.5,
"SVN","HUR","TOT","PC_LF","M","2012-11",9.5,
"SVN","HUR","TOT","PC_LF","M","2012-12",9.8,
"SVN","HUR","TOT","PC_LF","M","2013-01",10.3,
"SVN","HUR","TOT","PC_LF","M","2013-02",10.6,
"SVN","HUR","TOT","PC_LF","M","2013-03",10.8,
"SVN","HUR","TOT","PC_LF","M","2013-04",10.9,
"SVN","HUR","TOT","PC_LF","M","2013-05",10.7,
"SVN","HUR","TOT","PC_LF","M","2013-06",10.3,
"SVN","HUR","TOT","PC_LF","M","2013-07",9.9,
"SVN","HUR","TOT","PC_LF","M","2013-08",9.8,
"SVN","HUR","TOT","PC_LF","M","2013-09",9.7,
"SVN","HUR","TOT","PC_LF","M","2013-10",9.6,
"SVN","HUR","TOT","PC_LF","M","2013-11",9.7,
"SVN","HUR","TOT","PC_LF","M","2013-12",9.9,
"SVN","HUR","TOT","PC_LF","M","2014-01",10.2,
"SVN","HUR","TOT","PC_LF","M","2014-02",10.3,
"SVN","HUR","TOT","PC_LF","M","2014-03",10.2,
"SVN","HUR","TOT","PC_LF","M","2014-04",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-05",9.6,
"SVN","HUR","TOT","PC_LF","M","2014-06",9.5,
"SVN","HUR","TOT","PC_LF","M","2014-07",9.5,
"SVN","HUR","TOT","PC_LF","M","2014-08",9.6,
"SVN","HUR","TOT","PC_LF","M","2014-09",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-10",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-11",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-12",9.6,
"SVN","HUR","TOT","PC_LF","M","2015-01",9.4,
"SVN","HUR","TOT","PC_LF","M","2015-02",9.3,
"SVN","HUR","TOT","PC_LF","M","2015-03",9.3,
"SVN","HUR","TOT","PC_LF","M","2015-04",9.5,
"SVN","HUR","TOT","PC_LF","M","2015-05",9.5,
"SVN","HUR","TOT","PC_LF","M","2015-06",9.4,
"SVN","HUR","TOT","PC_LF","M","2015-07",9.1,
"SVN","HUR","TOT","PC_LF","M","2015-08",8.8,
"SVN","HUR","TOT","PC_LF","M","2015-09",8.6,
"SVN","HUR","TOT","PC_LF","M","2015-10",8.6,
"SVN","HUR","TOT","PC_LF","M","2015-11",8.5,
"SVN","HUR","TOT","PC_LF","M","2015-12",8.6,
"SVN","HUR","TOT","PC_LF","M","2016-01",8.4,
"SVN","HUR","TOT","PC_LF","M","2016-02",8.4,
"SVN","HUR","TOT","PC_LF","M","2016-03",8.3,
"SVN","HUR","TOT","PC_LF","M","2016-04",8.2,
"SVN","HUR","TOT","PC_LF","M","2016-05",8,
"SVN","HUR","TOT","PC_LF","M","2016-06",7.8,
"SVN","HUR","TOT","PC_LF","M","2016-07",7.5,
"SVN","HUR","TOT","PC_LF","M","2016-08",7.5,
"SVN","HUR","TOT","PC_LF","M","2016-09",7.7,
"SVN","HUR","TOT","PC_LF","M","2016-10",8.1,
"SVN","HUR","TOT","PC_LF","M","2016-11",8.3,
"SVN","HUR","TOT","PC_LF","M","2016-12",8.2,
"SVN","HUR","TOT","PC_LF","M","2017-01",7.8,
"SVN","HUR","TOT","PC_LF","M","2017-02",7.4,
"SVN","HUR","TOT","PC_LF","M","2017-03",7,
"SVN","HUR","TOT","PC_LF","M","2017-04",6.7,
"SVN","HUR","TOT","PC_LF","M","2017-05",6.6,
"SVN","HUR","TOT","PC_LF","M","2017-06",6.6,
"SVN","HUR","TOT","PC_LF","M","2017-07",6.5,
"SVN","HUR","TOT","PC_LF","M","2017-08",6.5,
"SVN","HUR","TOT","PC_LF","M","2017-09",6.3,
"SVN","HUR","TOT","PC_LF","M","2017-10",6.1,
"SVN","HUR","TOT","PC_LF","M","2017-11",5.9,
"SVN","HUR","TOT","PC_LF","M","2017-12",5.8,
"SVN","HUR","TOT","PC_LF","M","2018-01",5.6,
"SVN","HUR","TOT","PC_LF","M","2018-02",5.6,
"SVN","HUR","TOT","PC_LF","M","2018-03",5.5,
"SVN","HUR","TOT","PC_LF","M","2018-04",5.4,
"SVN","HUR","TOT","PC_LF","M","2018-05",5.3,
"SVN","HUR","TOT","PC_LF","M","2018-06",5.3,
"SVN","HUR","TOT","PC_LF","M","2018-07",5.2,
"SVN","HUR","TOT","PC_LF","M","2018-08",5.1,
"SVN","HUR","TOT","PC_LF","M","2018-09",4.9,
"SVN","HUR","TOT","PC_LF","M","2018-10",4.7,
"SVN","HUR","TOT","PC_LF","M","2018-11",4.5,
"SVN","HUR","TOT","PC_LF","M","2018-12",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-01",4.5,
"SVN","HUR","TOT","PC_LF","M","2019-02",4.5,
"SVN","HUR","TOT","PC_LF","M","2019-03",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-04",4.3,
"SVN","HUR","TOT","PC_LF","M","2019-05",4.2,
"SVN","HUR","TOT","PC_LF","M","2019-06",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-07",4.8,
"SVN","HUR","TOT","PC_LF","M","2019-08",4.9,
"SVN","HUR","TOT","PC_LF","M","2019-09",4.8,
"SVN","HUR","TOT","PC_LF","M","2019-10",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-11",4.1,
"SVN","HUR","TOT","PC_LF","M","2019-12",4,
"SVN","HUR","TOT","PC_LF","M","2020-01",4.1,
"SVN","HUR","TOT","PC_LF","M","2020-02",4.2,
"SVN","HUR","TOT","PC_LF","M","2020-03",4.4,
"SVN","HUR","TOT","PC_LF","M","2020-04",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-05",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-06",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-07",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-08",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-09",5.1,
"SVN","HUR","TOT","PC_LF","M","2020-10",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-11",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-12",5.4,
"SVN","HUR","TOT","PC_LF","M","2021-01",5.4,
"SVN","HUR","TOT","PC_LF","M","2021-02",5.3,
"SVN","HUR","TOT","PC_LF","M","2021-03",5.2,
"SVN","HUR","TOT","PC_LF","M","2021-04",5.2,
"OECD","HUR","TOT","PC_LF","M","2005-01",6.909273,"E"
"OECD","HUR","TOT","PC_LF","M","2005-02",6.937407,"E"
"OECD","HUR","TOT","PC_LF","M","2005-03",6.886255,"E"
"OECD","HUR","TOT","PC_LF","M","2005-04",6.910483,"E"
"OECD","HUR","TOT","PC_LF","M","2005-05",6.888394,"E"
"OECD","HUR","TOT","PC_LF","M","2005-06",6.840508,"E"
"OECD","HUR","TOT","PC_LF","M","2005-07",6.789823,"E"
"OECD","HUR","TOT","PC_LF","M","2005-08",6.705292,"E"
"OECD","HUR","TOT","PC_LF","M","2005-09",6.753003,"E"
"OECD","HUR","TOT","PC_LF","M","2005-10",6.753797,"E"
"OECD","HUR","TOT","PC_LF","M","2005-11",6.711299,"E"
"OECD","HUR","TOT","PC_LF","M","2005-12",6.627451,"E"
"OECD","HUR","TOT","PC_LF","M","2006-01",6.557374,"E"
"OECD","HUR","TOT","PC_LF","M","2006-02",6.523446,"E"
"OECD","HUR","TOT","PC_LF","M","2006-03",6.45858,"E"
"OECD","HUR","TOT","PC_LF","M","2006-04",6.414275,"E"
"OECD","HUR","TOT","PC_LF","M","2006-05",6.308736,"E"
"OECD","HUR","TOT","PC_LF","M","2006-06",6.312102,"E"
"OECD","HUR","TOT","PC_LF","M","2006-07",6.298815,"E"
"OECD","HUR","TOT","PC_LF","M","2006-08",6.273316,"E"
"OECD","HUR","TOT","PC_LF","M","2006-09",6.184506,"E"
"OECD","HUR","TOT","PC_LF","M","2006-10",6.104597,"E"
"OECD","HUR","TOT","PC_LF","M","2006-11",6.099694,"E"
"OECD","HUR","TOT","PC_LF","M","2006-12",6.038614,"E"
"OECD","HUR","TOT","PC_LF","M","2007-01",6.029318,"E"
"OECD","HUR","TOT","PC_LF","M","2007-02",5.963218,"E"
"OECD","HUR","TOT","PC_LF","M","2007-03",5.90327,"E"
"OECD","HUR","TOT","PC_LF","M","2007-04",5.813624,"E"
"OECD","HUR","TOT","PC_LF","M","2007-05",5.779009,"E"
"OECD","HUR","TOT","PC_LF","M","2007-06",5.760519,"E"
"OECD","HUR","TOT","PC_LF","M","2007-07",5.777356,"E"
"OECD","HUR","TOT","PC_LF","M","2007-08",5.780027,"E"
"OECD","HUR","TOT","PC_LF","M","2007-09",5.806285,"E"
"OECD","HUR","TOT","PC_LF","M","2007-10",5.815963,"E"
"OECD","HUR","TOT","PC_LF","M","2007-11",5.761768,"E"
"OECD","HUR","TOT","PC_LF","M","2007-12",5.813833,"E"
"OECD","HUR","TOT","PC_LF","M","2008-01",5.798165,"E"
"OECD","HUR","TOT","PC_LF","M","2008-02",5.770825,"E"
"OECD","HUR","TOT","PC_LF","M","2008-03",5.82921,"E"
"OECD","HUR","TOT","PC_LF","M","2008-04",5.792847,"E"
"OECD","HUR","TOT","PC_LF","M","2008-05",5.918736,"E"
"OECD","HUR","TOT","PC_LF","M","2008-06",6.027567,"E"
"OECD","HUR","TOT","PC_LF","M","2008-07",6.114212,"E"
"OECD","HUR","TOT","PC_LF","M","2008-08",6.229514,"E"
"OECD","HUR","TOT","PC_LF","M","2008-09",6.289021,"E"
"OECD","HUR","TOT","PC_LF","M","2008-10",6.434858,"E"
"OECD","HUR","TOT","PC_LF","M","2008-11",6.759735,"E"
"OECD","HUR","TOT","PC_LF","M","2008-12",7.035935,"E"
"OECD","HUR","TOT","PC_LF","M","2009-01",7.35973,"E"
"OECD","HUR","TOT","PC_LF","M","2009-02",7.70796,"E"
"OECD","HUR","TOT","PC_LF","M","2009-03",8.007216,"E"
"OECD","HUR","TOT","PC_LF","M","2009-04",8.202669,"E"
"OECD","HUR","TOT","PC_LF","M","2009-05",8.400015,"E"
"OECD","HUR","TOT","PC_LF","M","2009-06",8.438792,"E"
"OECD","HUR","TOT","PC_LF","M","2009-07",8.517507,"E"
"OECD","HUR","TOT","PC_LF","M","2009-08",8.577317,"E"
"OECD","HUR","TOT","PC_LF","M","2009-09",8.653916,"E"
"OECD","HUR","TOT","PC_LF","M","2009-10",8.691119,"E"
"OECD","HUR","TOT","PC_LF","M","2009-11",8.646436,"E"
"OECD","HUR","TOT","PC_LF","M","2009-12",8.602938,"E"
"OECD","HUR","TOT","PC_LF","M","2010-01",8.70073,"E"
"OECD","HUR","TOT","PC_LF","M","2010-02",8.654868,"E"
"OECD","HUR","TOT","PC_LF","M","2010-03",8.637937,"E"
"OECD","HUR","TOT","PC_LF","M","2010-04",8.684179,"E"
"OECD","HUR","TOT","PC_LF","M","2010-05",8.548999,"E"
"OECD","HUR","TOT","PC_LF","M","2010-06",8.445274,"E"
"OECD","HUR","TOT","PC_LF","M","2010-07",8.428806,"E"
"OECD","HUR","TOT","PC_LF","M","2010-08",8.40273,"E"
"OECD","HUR","TOT","PC_LF","M","2010-09",8.402626,"E"
"OECD","HUR","TOT","PC_LF","M","2010-10",8.417512,"E"
"OECD","HUR","TOT","PC_LF","M","2010-11",8.463192,"E"
"OECD","HUR","TOT","PC_LF","M","2010-12",8.331477,"E"
"OECD","HUR","TOT","PC_LF","M","2011-01",8.203976,"E"
"OECD","HUR","TOT","PC_LF","M","2011-02",8.152603,"E"
"OECD","HUR","TOT","PC_LF","M","2011-03",8.06944,"E"
"OECD","HUR","TOT","PC_LF","M","2011-04",8.095382,"E"
"OECD","HUR","TOT","PC_LF","M","2011-05",8.121452,"E"
"OECD","HUR","TOT","PC_LF","M","2011-06",8.158311,"E"
"OECD","HUR","TOT","PC_LF","M","2011-07",8.12169,"E"
"OECD","HUR","TOT","PC_LF","M","2011-08",8.096802,"E"
"OECD","HUR","TOT","PC_LF","M","2011-09",8.110065,"E"
"OECD","HUR","TOT","PC_LF","M","2011-10",8.068177,"E"
"OECD","HUR","TOT","PC_LF","M","2011-11",8.097645,"E"
"OECD","HUR","TOT","PC_LF","M","2011-12",8.079525,"E"
"OECD","HUR","TOT","PC_LF","M","2012-01",8.02068,"E"
"OECD","HUR","TOT","PC_LF","M","2012-02",8.107322,"E"
"OECD","HUR","TOT","PC_LF","M","2012-03",8.078544,"E"
"OECD","HUR","TOT","PC_LF","M","2012-04",8.104868,"E"
"OECD","HUR","TOT","PC_LF","M","2012-05",8.118755,"E"
"OECD","HUR","TOT","PC_LF","M","2012-06",8.090729,"E"
"OECD","HUR","TOT","PC_LF","M","2012-07",8.102398,"E"
"OECD","HUR","TOT","PC_LF","M","2012-08",8.075537,"E"
"OECD","HUR","TOT","PC_LF","M","2012-09",8.04802,"E"
"OECD","HUR","TOT","PC_LF","M","2012-10",8.081573,"E"
"OECD","HUR","TOT","PC_LF","M","2012-11",8.137239,"E"
"OECD","HUR","TOT","PC_LF","M","2012-12",8.17763,"E"
"OECD","HUR","TOT","PC_LF","M","2013-01",8.270315,"E"
"OECD","HUR","TOT","PC_LF","M","2013-02",8.178922,"E"
"OECD","HUR","TOT","PC_LF","M","2013-03",8.126467,"E"
"OECD","HUR","TOT","PC_LF","M","2013-04",8.145235,"E"
"OECD","HUR","TOT","PC_LF","M","2013-05",8.084381,"E"
"OECD","HUR","TOT","PC_LF","M","2013-06",8.041942,"E"
"OECD","HUR","TOT","PC_LF","M","2013-07",7.951796,"E"
"OECD","HUR","TOT","PC_LF","M","2013-08",7.966199,"E"
"OECD","HUR","TOT","PC_LF","M","2013-09",7.935164,"E"
"OECD","HUR","TOT","PC_LF","M","2013-10",7.860272,"E"
"OECD","HUR","TOT","PC_LF","M","2013-11",7.777821,"E"
"OECD","HUR","TOT","PC_LF","M","2013-12",7.691612,"E"
"OECD","HUR","TOT","PC_LF","M","2014-01",7.670269,"E"
"OECD","HUR","TOT","PC_LF","M","2014-02",7.670506,"E"
"OECD","HUR","TOT","PC_LF","M","2014-03",7.672294,"E"
"OECD","HUR","TOT","PC_LF","M","2014-04",7.494065,"E"
"OECD","HUR","TOT","PC_LF","M","2014-05",7.499457,"E"
"OECD","HUR","TOT","PC_LF","M","2014-06",7.436361,"E"
"OECD","HUR","TOT","PC_LF","M","2014-07",7.474997,"E"
"OECD","HUR","TOT","PC_LF","M","2014-08",7.393519,"E"
"OECD","HUR","TOT","PC_LF","M","2014-09",7.333463,"E"
"OECD","HUR","TOT","PC_LF","M","2014-10",7.280381,"E"
"OECD","HUR","TOT","PC_LF","M","2014-11",7.27655,"E"
"OECD","HUR","TOT","PC_LF","M","2014-12",7.138792,"E"
"OECD","HUR","TOT","PC_LF","M","2015-01",7.130005,"E"
"OECD","HUR","TOT","PC_LF","M","2015-02",7.066543,"E"
"OECD","HUR","TOT","PC_LF","M","2015-03",7.004808,"E"
"OECD","HUR","TOT","PC_LF","M","2015-04",7.017502,"E"
"OECD","HUR","TOT","PC_LF","M","2015-05",7.026819,"E"
"OECD","HUR","TOT","PC_LF","M","2015-06",6.915022,"E"
"OECD","HUR","TOT","PC_LF","M","2015-07",6.823258,"E"
"OECD","HUR","TOT","PC_LF","M","2015-08",6.788512,"E"
"OECD","HUR","TOT","PC_LF","M","2015-09",6.743634,"E"
"OECD","HUR","TOT","PC_LF","M","2015-10",6.730121,"E"
"OECD","HUR","TOT","PC_LF","M","2015-11",6.644944,"E"
"OECD","HUR","TOT","PC_LF","M","2015-12",6.671975,"E"
"OECD","HUR","TOT","PC_LF","M","2016-01",6.586357,"E"
"OECD","HUR","TOT","PC_LF","M","2016-02",6.578215,"E"
"OECD","HUR","TOT","PC_LF","M","2016-03",6.582035,"E"
"OECD","HUR","TOT","PC_LF","M","2016-04",6.535372,"E"
"OECD","HUR","TOT","PC_LF","M","2016-05",6.457635,"E"
"OECD","HUR","TOT","PC_LF","M","2016-06",6.478307,"E"
"OECD","HUR","TOT","PC_LF","M","2016-07",6.430168,"E"
"OECD","HUR","TOT","PC_LF","M","2016-08",6.438624,"E"
"OECD","HUR","TOT","PC_LF","M","2016-09",6.434191,"E"
"OECD","HUR","TOT","PC_LF","M","2016-10",6.391125,"E"
"OECD","HUR","TOT","PC_LF","M","2016-11",6.322996,"E"
"OECD","HUR","TOT","PC_LF","M","2016-12",6.318499,"E"
"OECD","HUR","TOT","PC_LF","M","2017-01",6.249681,"E"
"OECD","HUR","TOT","PC_LF","M","2017-02",6.188833,"E"
"OECD","HUR","TOT","PC_LF","M","2017-03",6.105755,"E"
"OECD","HUR","TOT","PC_LF","M","2017-04",6.02969,"E"
"OECD","HUR","TOT","PC_LF","M","2017-05",6.028401,"E"
"OECD","HUR","TOT","PC_LF","M","2017-06",5.896134,"E"
"OECD","HUR","TOT","PC_LF","M","2017-07",5.867023,"E"
"OECD","HUR","TOT","PC_LF","M","2017-08",5.875842,"E"
"OECD","HUR","TOT","PC_LF","M","2017-09",5.83064,"E"
"OECD","HUR","TOT","PC_LF","M","2017-10",5.758747,"E"
"OECD","HUR","TOT","PC_LF","M","2017-11",5.739189,"E"
"OECD","HUR","TOT","PC_LF","M","2017-12",5.672146,"E"
"OECD","HUR","TOT","PC_LF","M","2018-01",5.599896,"E"
"OECD","HUR","TOT","PC_LF","M","2018-02",5.576546,"E"
"OECD","HUR","TOT","PC_LF","M","2018-03",5.52922,"E"
"OECD","HUR","TOT","PC_LF","M","2018-04",5.560464,"E"
"OECD","HUR","TOT","PC_LF","M","2018-05",5.445022,"E"
"OECD","HUR","TOT","PC_LF","M","2018-06",5.496811,"E"
"OECD","HUR","TOT","PC_LF","M","2018-07",5.435288,"E"
"OECD","HUR","TOT","PC_LF","M","2018-08",5.455527,"E"
"OECD","HUR","TOT","PC_LF","M","2018-09",5.439817,"E"
"OECD","HUR","TOT","PC_LF","M","2018-10",5.465761,"E"
"OECD","HUR","TOT","PC_LF","M","2018-11",5.479272,"E"
"OECD","HUR","TOT","PC_LF","M","2018-12",5.563439,"E"
"OECD","HUR","TOT","PC_LF","M","2019-01",5.595295,"E"
"OECD","HUR","TOT","PC_LF","M","2019-02",5.495811,"E"
"OECD","HUR","TOT","PC_LF","M","2019-03",5.510351,"E"
"OECD","HUR","TOT","PC_LF","M","2019-04",5.463581,"E"
"OECD","HUR","TOT","PC_LF","M","2019-05",5.431687,"E"
"OECD","HUR","TOT","PC_LF","M","2019-06",5.355754,"E"
"OECD","HUR","TOT","PC_LF","M","2019-07",5.410664,"E"
"OECD","HUR","TOT","PC_LF","M","2019-08",5.396338,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.349724,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.366916,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.349548,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.272602,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.341101,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.272008,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.561162,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.824424,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.694026,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.34776,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.141194,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.613392,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.394738,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.105298,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.933065,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.869434,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.812928,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.666862,"E"
"OECD","HUR","TOT","PC_LF","M","2021-03",6.499225,"E"
"OECD","HUR","TOT","PC_LF","M","2021-04",6.599323,"E"
"G-7","HUR","TOT","PC_LF","M","2005-01",6.211263,"E"
"G-7","HUR","TOT","PC_LF","M","2005-02",6.31635,"E"
"G-7","HUR","TOT","PC_LF","M","2005-03",6.221724,"E"
"G-7","HUR","TOT","PC_LF","M","2005-04",6.224721,"E"
"G-7","HUR","TOT","PC_LF","M","2005-05",6.216537,"E"
"G-7","HUR","TOT","PC_LF","M","2005-06",6.149683,"E"
"G-7","HUR","TOT","PC_LF","M","2005-07",6.112649,"E"
"G-7","HUR","TOT","PC_LF","M","2005-08",6.065703,"E"
"G-7","HUR","TOT","PC_LF","M","2005-09",6.133278,"E"
"G-7","HUR","TOT","PC_LF","M","2005-10",6.144435,"E"
"G-7","HUR","TOT","PC_LF","M","2005-11",6.160644,"E"
"G-7","HUR","TOT","PC_LF","M","2005-12",6.047726,"E"
"G-7","HUR","TOT","PC_LF","M","2006-01",5.974764,"E"
"G-7","HUR","TOT","PC_LF","M","2006-02",5.932039,"E"
"G-7","HUR","TOT","PC_LF","M","2006-03",5.88282,"E"
"G-7","HUR","TOT","PC_LF","M","2006-04",5.872921,"E"
"G-7","HUR","TOT","PC_LF","M","2006-05",5.798283,"E"
"G-7","HUR","TOT","PC_LF","M","2006-06",5.793878,"E"
"G-7","HUR","TOT","PC_LF","M","2006-07",5.811096,"E"
"G-7","HUR","TOT","PC_LF","M","2006-08",5.775741,"E"
"G-7","HUR","TOT","PC_LF","M","2006-09",5.683598,"E"
"G-7","HUR","TOT","PC_LF","M","2006-10",5.598579,"E"
"G-7","HUR","TOT","PC_LF","M","2006-11",5.605598,"E"
"G-7","HUR","TOT","PC_LF","M","2006-12",5.515315,"E"
"G-7","HUR","TOT","PC_LF","M","2007-01",5.611176,"E"
"G-7","HUR","TOT","PC_LF","M","2007-02",5.5116,"E"
